age;job;marital;education;default;housing;loan;contact;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
56;technician;married;professional.course;no;yes;no;telephone;6;999;2;unknown;1.1;93.994;-36.4;4.86;5191.0;no
45;blue-collar;married;basic;no;yes;no;telephone;1;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
30;services;married;high.school;no;yes;no;cellular;4;999;-1;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
36;services;single;high.school;no;no;yes;cellular;2;999;0;fail;-1.8;92.893;-46.2;1.327;5099.1;no
50;services;divorced;professional.course;no;yes;no;telephone;3;999;-1;unknown;1.4;94.465;-41.8;4.959;5228.1;no
40;other;married;basic;unknown;yes;no;telephone;4;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
43;technician;divorced;university.degree;no;no;no;telephone;2;999;2;unknown;1.4;94.465;-41.8;4.962;5228.1;no
63;other;married;high.school;no;yes;no;cellular;2;999;1;unknown;-1.7;94.215;-40.3;0.876;4991.6;yes
25;admin.;single;university.degree;no;yes;no;telephone;1;999;0;unknown;-2.9;92.201;-31.4;0.851;5076.2;no
57;admin.;married;university.degree;no;yes;no;cellular;6;999;1;fail;-1.8;93.369;-34.8;0.646;5008.7;no
45;technician;divorced;professional.course;unknown;yes;yes;cellular;12;999;-1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
45;technician;married;basic;unknown;yes;no;telephone;2;999;1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
32;blue-collar;married;basic;unknown;yes;no;telephone;1;17;0;success;-1.8;93.075;-47.1;1.466;5099.1;yes
35;self-employed;married;basic;no;yes;no;cellular;0;999;-1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
34;blue-collar;married;basic;unknown;yes;no;telephone;8;999;-1;unknown;1.4;94.465;-41.8;4.962;5228.1;no
64;other;married;university.degree;no;no;no;cellular;2;999;1;fail;-2.9;92.201;-31.4;0.849;5076.2;no
44;technician;divorced;professional.course;no;no;no;telephone;3;999;1;unknown;1.1;93.994;-36.4;4.858;5191.0;no
29;student;single;basic;no;yes;no;cellular;0;999;0;unknown;-1.7;94.027;-38.3;0.9;4991.6;no
33;blue-collar;married;basic;no;no;no;telephone;3;999;2;unknown;1.1;93.994;-36.4;4.856;5191.0;no
28;admin.;single;high.school;no;yes;no;cellular;0;999;2;unknown;1.4;93.918;-42.7;4.962;5228.1;no
57;self-employed;married;professional.course;no;yes;no;cellular;0;999;-1;unknown;-1.8;93.075;-47.1;1.405;5099.1;yes
26;blue-collar;single;basic;no;no;no;cellular;1;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
37;technician;married;university.degree;no;no;no;telephone;5;999;2;unknown;1.1;93.994;-36.4;4.855;5191.0;no
58;blue-collar;married;basic;unknown;yes;no;telephone;2;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
31;admin.;married;high.school;no;yes;no;telephone;2;999;-1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
32;technician;married;basic;no;yes;no;telephone;11;999;0;fail;-0.1;93.2;-42.0;4.076;5195.8;no
29;admin.;single;university.degree;no;yes;no;cellular;0;999;2;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
32;entrepreneur;married;university.degree;no;yes;no;cellular;4;999;0;unknown;-1.8;93.075;-47.1;1.405;5099.1;yes
31;admin.;married;high.school;no;yes;unknown;cellular;1;999;-1;unknown;-0.1;93.2;-42.0;4.191;5195.8;no
32;blue-collar;married;basic;unknown;yes;no;telephone;4;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
24;technician;single;professional.course;no;no;no;telephone;0;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
32;services;single;high.school;no;no;no;cellular;4;999;1;fail;-1.8;92.893;-46.2;1.25;5099.1;no
31;technician;divorced;professional.course;no;no;no;cellular;1;999;2;fail;-0.1;93.2;-42.0;4.153;5195.8;no
32;admin.;married;university.degree;no;yes;no;cellular;4;999;2;unknown;1.4;93.444;-36.1;4.964;5228.1;no
44;admin.;married;professional.course;no;no;no;telephone;3;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
36;technician;married;high.school;no;no;no;cellular;6;999;2;unknown;1.4;93.444;-36.1;4.965;5228.1;no
30;admin.;single;university.degree;no;yes;no;cellular;3;999;1;unknown;-0.1;93.2;-42.0;4.021;5195.8;no
45;technician;married;university.degree;no;no;no;cellular;4;999;0;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
36;admin.;married;university.degree;no;no;no;cellular;13;999;1;unknown;1.4;93.444;-36.1;4.962;5228.1;no
44;technician;divorced;basic;no;no;no;telephone;2;999;-1;unknown;1.1;93.994;-36.4;4.858;5191.0;no
45;entrepreneur;married;basic;no;yes;no;telephone;3;999;1;unknown;-1.8;92.893;-46.2;1.25;5099.1;no
36;blue-collar;single;basic;no;yes;unknown;cellular;3;999;0;unknown;1.4;93.918;-42.7;4.963;5228.1;no
28;admin.;single;high.school;unknown;yes;no;telephone;3;999;2;unknown;1.1;93.994;-36.4;4.858;5191.0;no
46;services;unknown;high.school;no;yes;yes;telephone;7;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
38;services;divorced;high.school;no;no;no;cellular;3;999;1;unknown;1.4;93.918;-42.7;4.963;5228.1;no
25;admin.;married;high.school;no;no;no;cellular;1;999;3;fail;-1.8;92.893;-46.2;1.327;5099.1;no
55;admin.;married;basic;no;unknown;yes;cellular;5;999;2;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
30;technician;single;university.degree;no;yes;no;cellular;7;999;2;unknown;1.4;93.918;-42.7;4.962;5228.1;no
53;admin.;married;university.degree;unknown;no;yes;cellular;6;999;0;unknown;1.4;93.918;-42.7;4.963;5228.1;no
28;technician;married;professional.course;no;yes;no;cellular;0;999;2;unknown;1.4;93.444;-36.1;4.966;5228.1;no
45;blue-collar;married;basic;unknown;yes;no;telephone;8;999;2;unknown;1.4;94.465;-41.8;4.865;5228.1;no
44;self-employed;married;basic;unknown;yes;no;cellular;2;999;1;unknown;1.4;93.918;-42.7;4.963;5228.1;no
27;services;single;basic;no;no;no;telephone;1;999;0;unknown;1.4;93.918;-42.7;4.963;5228.1;no
55;technician;divorced;university.degree;no;yes;no;cellular;5;999;1;fail;-1.8;92.893;-46.2;1.334;5099.1;no
57;blue-collar;unknown;basic;no;yes;no;cellular;0;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
40;admin.;married;high.school;no;unknown;unknown;cellular;0;999;1;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
47;blue-collar;married;basic;unknown;no;no;cellular;2;999;0;unknown;1.4;93.444;-36.1;4.967;5228.1;no
32;admin.;married;high.school;no;yes;yes;cellular;3;999;2;unknown;-1.8;92.893;-46.2;1.291;5099.1;no
34;entrepreneur;married;basic;no;yes;yes;cellular;4;999;-1;unknown;-0.1;93.2;-42.0;4.12;5195.8;no
45;blue-collar;single;high.school;unknown;no;yes;cellular;7;999;-1;unknown;-1.8;92.893;-46.2;1.244;5099.1;no
31;admin.;single;university.degree;no;unknown;no;telephone;3;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
37;admin.;married;university.degree;unknown;no;no;cellular;1;999;1;unknown;1.4;93.444;-36.1;4.967;5228.1;yes
35;technician;married;university.degree;no;yes;no;cellular;2;999;-1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
42;other;unknown;basic;unknown;no;no;telephone;3;999;2;unknown;1.1;93.994;-36.4;4.864;5191.0;no
34;admin.;single;university.degree;no;no;no;telephone;35;999;-1;unknown;1.4;94.465;-41.8;4.864;5228.1;no
38;blue-collar;married;basic;no;no;no;telephone;4;999;1;unknown;1.1;93.994;-36.4;4.86;5191.0;no
34;admin.;married;high.school;no;yes;no;telephone;1;999;1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
30;self-employed;single;high.school;no;yes;no;cellular;4;999;0;fail;-1.8;92.893;-46.2;1.313;5099.1;no
32;technician;single;university.degree;no;yes;no;cellular;4;999;2;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
40;admin.;married;university.degree;no;yes;yes;cellular;1;19;0;success;-2.9;92.201;-31.4;0.849;5076.2;yes
30;admin.;single;university.degree;no;unknown;unknown;cellular;6;999;0;unknown;-1.8;92.843;-50.0;1.52;5099.1;no
51;unemployed;married;basic;unknown;no;no;cellular;6;999;2;unknown;1.4;93.444;-36.1;4.962;5228.1;no
36;technician;married;high.school;no;yes;no;cellular;3;999;1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
23;unknown;single;high.school;no;yes;no;cellular;4;10;1;success;-2.9;92.963;-40.8;1.26;5076.2;yes
34;technician;single;professional.course;unknown;yes;no;cellular;2;999;-1;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
50;blue-collar;married;basic;no;yes;no;cellular;5;999;2;unknown;-1.8;92.893;-46.2;1.281;5099.1;yes
44;admin.;divorced;university.degree;no;yes;yes;cellular;4;999;1;unknown;1.4;93.444;-36.1;4.966;5228.1;no
54;other;married;basic;no;no;no;cellular;0;999;0;unknown;-1.8;93.075;-47.1;1.466;5099.1;no
44;services;married;high.school;no;no;no;cellular;3;999;1;unknown;-1.8;93.075;-47.1;1.365;5099.1;no
50;technician;married;other;unknown;yes;no;cellular;13;999;0;unknown;1.4;93.918;-42.7;4.968;5228.1;no
41;technician;married;university.degree;no;yes;no;telephone;1;999;-1;unknown;1.4;93.444;-36.1;4.965;5228.1;yes
38;admin.;single;university.degree;no;yes;no;cellular;4;999;2;unknown;-0.1;93.2;-42.0;4.12;5195.8;no
29;admin.;single;high.school;no;yes;no;cellular;2;999;-1;unknown;-1.8;92.893;-46.2;1.281;5099.1;yes
46;self-employed;married;basic;no;yes;no;cellular;1;999;-1;unknown;1.4;93.444;-36.1;4.966;5228.1;no
49;services;divorced;basic;no;no;unknown;cellular;0;999;2;unknown;1.4;93.918;-42.7;4.963;5228.1;yes
47;blue-collar;unknown;basic;no;no;yes;cellular;7;999;1;unknown;1.4;93.918;-42.7;4.968;5228.1;no
31;self-employed;single;university.degree;no;no;no;cellular;5;999;2;unknown;-2.9;92.469;-33.6;1.072;5076.2;yes
57;unemployed;married;basic;unknown;no;no;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
35;admin.;married;university.degree;no;yes;no;cellular;4;999;0;unknown;-1.8;92.893;-46.2;1.244;5099.1;no
48;services;divorced;high.school;no;unknown;unknown;telephone;2;999;-1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
42;services;married;high.school;no;yes;no;telephone;3;999;0;fail;-0.1;93.798;-40.4;4.968;5195.8;yes
53;other;married;basic;no;yes;yes;cellular;5;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
54;admin.;married;high.school;no;no;no;telephone;2;999;1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
25;unemployed;single;university.degree;no;no;no;telephone;1;999;-1;unknown;1.4;93.918;-42.7;4.961;5228.1;no
61;other;married;high.school;no;yes;no;cellular;4;20;1;success;-3.4;92.379;-29.8;0.753;5017.5;yes
53;blue-collar;divorced;basic;no;no;no;cellular;5;999;-1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
41;blue-collar;married;basic;unknown;no;no;telephone;3;999;2;unknown;1.4;94.465;-41.8;4.864;5228.1;no
51;technician;married;professional.course;unknown;no;no;telephone;1;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;yes
30;technician;single;high.school;no;no;no;cellular;5;999;2;unknown;-1.8;92.893;-46.2;1.299;5099.1;no
49;blue-collar;married;basic;no;no;yes;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
42;admin.;single;other;unknown;yes;no;telephone;4;999;1;unknown;1.1;93.994;-36.4;4.86;5191.0;no
52;admin.;single;university.degree;unknown;no;no;cellular;2;999;2;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
38;technician;married;professional.course;no;no;yes;telephone;3;999;-1;unknown;1.1;93.994;-36.4;4.859;5191.0;no
43;blue-collar;unknown;basic;no;no;no;cellular;2;999;1;fail;-1.8;93.075;-47.1;1.405;5099.1;no
32;admin.;single;high.school;unknown;yes;no;cellular;3;999;2;unknown;-1.8;92.893;-46.2;1.244;5099.1;yes
37;blue-collar;married;basic;no;unknown;unknown;telephone;6;999;0;unknown;1.4;94.465;-41.8;4.961;5228.1;no
40;admin.;married;basic;no;yes;yes;cellular;1;31;1;success;-1.8;92.893;-46.2;1.327;5099.1;no
32;technician;single;other;yes;no;yes;cellular;5;999;2;unknown;-1.8;92.893;-46.2;1.25;5099.1;no
31;blue-collar;married;basic;no;no;no;telephone;5;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
28;blue-collar;single;high.school;yes;no;no;telephone;4;999;2;unknown;1.4;94.465;-41.8;4.96;5228.1;no
55;admin.;divorced;university.degree;no;yes;no;telephone;6;999;2;unknown;1.1;93.994;-36.4;4.855;5191.0;no
35;technician;married;professional.course;no;no;no;cellular;2;29;3;success;-1.8;93.075;-47.1;1.365;5099.1;yes
55;blue-collar;married;basic;unknown;yes;no;cellular;5;999;-1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
44;services;married;high.school;no;no;no;cellular;3;999;-1;unknown;-1.8;93.075;-47.1;1.453;5099.1;no
26;blue-collar;single;basic;unknown;yes;no;cellular;5;999;0;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
42;technician;married;professional.course;no;no;no;telephone;4;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
45;technician;divorced;basic;unknown;no;no;telephone;4;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
34;services;married;basic;no;yes;no;telephone;3;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
39;admin.;divorced;university.degree;no;unknown;unknown;cellular;4;999;-1;unknown;1.4;93.918;-42.7;4.963;5228.1;no
57;admin.;married;other;no;yes;no;cellular;2;999;-1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
48;admin.;single;university.degree;no;yes;no;cellular;3;999;2;unknown;-2.9;92.963;-40.8;1.26;5076.2;no
33;services;single;university.degree;no;yes;no;cellular;1;4;1;success;-1.1;94.601;-49.5;0.977;4963.6;yes
35;blue-collar;married;university.degree;no;yes;yes;cellular;4;999;2;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
61;unknown;single;basic;no;yes;no;cellular;0;22;2;success;-1.8;92.893;-46.2;1.266;5099.1;no
30;technician;married;university.degree;yes;yes;no;cellular;1;999;1;unknown;-2.9;92.963;-40.8;1.262;5076.2;yes
29;technician;divorced;university.degree;no;unknown;no;cellular;1;999;1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
54;other;divorced;university.degree;no;yes;no;cellular;2;16;2;success;-2.9;92.963;-40.8;1.266;5076.2;no
55;entrepreneur;married;university.degree;no;yes;yes;cellular;4;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
67;other;married;high.school;no;yes;no;cellular;4;999;0;unknown;-3.4;92.431;-26.9;0.744;5017.5;yes
31;admin.;married;university.degree;no;yes;no;cellular;4;999;1;fail;-0.1;93.2;-42.0;4.021;5195.8;no
29;blue-collar;married;basic;no;yes;no;telephone;2;999;-1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
41;blue-collar;married;basic;unknown;no;no;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.86;5191.0;no
34;entrepreneur;married;high.school;no;yes;yes;cellular;3;999;-1;unknown;-0.1;93.2;-42.0;4.191;5195.8;no
27;admin.;single;high.school;no;yes;no;cellular;2;999;1;unknown;-1.8;92.893;-46.2;1.299;5099.1;no
38;services;married;high.school;no;yes;no;cellular;3;999;0;unknown;-0.1;93.2;-42.0;4.021;5195.8;no
39;blue-collar;single;other;unknown;no;no;telephone;1;999;0;unknown;1.1;93.994;-36.4;4.855;5191.0;no
30;technician;single;university.degree;no;yes;no;cellular;2;999;0;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
32;technician;married;high.school;no;yes;yes;cellular;1;999;-1;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
51;admin.;divorced;university.degree;no;no;no;telephone;1;999;-1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
25;blue-collar;unknown;basic;no;no;no;telephone;2;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
46;unknown;married;professional.course;no;yes;no;cellular;4;999;1;unknown;1.4;93.444;-36.1;4.964;5228.1;no
35;entrepreneur;single;university.degree;no;no;no;cellular;4;999;-1;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
51;blue-collar;married;basic;unknown;no;no;telephone;10;999;0;unknown;1.4;94.465;-41.8;4.962;5228.1;no
37;entrepreneur;married;university.degree;no;yes;no;telephone;17;999;-1;unknown;1.1;93.994;-36.4;4.86;5191.0;no
43;technician;single;high.school;no;yes;no;cellular;0;999;0;unknown;-0.1;93.2;-42.0;4.021;5195.8;no
54;admin.;married;high.school;no;no;no;cellular;4;999;2;unknown;1.4;93.444;-36.1;4.968;5228.1;no
29;self-employed;single;university.degree;no;yes;no;telephone;3;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
38;admin.;married;basic;no;no;no;cellular;5;999;-1;unknown;1.4;93.918;-42.7;4.968;5228.1;no
49;services;married;high.school;unknown;yes;no;telephone;4;999;0;unknown;1.1;93.994;-36.4;4.856;5191.0;no
51;admin.;married;other;no;yes;no;cellular;3;999;2;unknown;1.4;93.444;-36.1;4.968;5228.1;yes
35;entrepreneur;single;basic;no;no;no;cellular;4;999;1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
29;technician;single;university.degree;no;yes;no;telephone;1;999;2;unknown;1.4;93.918;-42.7;4.96;5228.1;no
49;blue-collar;married;basic;no;yes;no;cellular;4;999;1;unknown;1.4;93.444;-36.1;4.968;5228.1;no
33;unemployed;married;university.degree;no;yes;no;cellular;7;999;0;unknown;1.4;93.444;-36.1;4.968;5228.1;no
36;services;married;high.school;no;no;no;telephone;2;999;-1;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
59;other;married;university.degree;no;yes;no;cellular;21;999;1;unknown;1.4;93.444;-36.1;4.962;5228.1;no
35;blue-collar;divorced;basic;unknown;no;no;telephone;2;999;-1;unknown;1.4;93.918;-42.7;4.957;5228.1;no
57;admin.;married;university.degree;no;yes;no;cellular;0;999;0;unknown;1.4;93.918;-42.7;4.96;5228.1;no
27;blue-collar;single;high.school;no;no;no;cellular;1;999;0;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
36;blue-collar;married;basic;unknown;yes;no;telephone;2;999;-1;unknown;1.1;93.994;-36.4;4.855;5191.0;no
46;admin.;divorced;other;no;no;no;cellular;1;999;1;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
31;services;married;high.school;no;yes;yes;cellular;1;999;3;fail;-0.1;93.2;-42.0;4.12;5195.8;no
37;admin.;married;university.degree;no;no;no;cellular;3;999;0;fail;-1.1;94.767;-50.8;1.05;4963.6;no
44;services;divorced;high.school;unknown;no;no;cellular;3;999;0;unknown;-1.8;92.893;-46.2;1.334;5099.1;no
39;admin.;married;high.school;no;no;no;telephone;7;999;0;unknown;1.1;93.994;-36.4;4.858;5191.0;no
41;blue-collar;married;basic;unknown;no;no;cellular;4;999;0;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
32;technician;single;professional.course;no;no;no;cellular;3;999;0;fail;-0.1;93.2;-42.0;4.12;5195.8;no
18;student;single;other;no;no;no;cellular;1;25;5;success;-1.8;93.876;-40.0;0.697;5008.7;yes
54;technician;divorced;university.degree;no;yes;yes;cellular;6;999;1;unknown;1.4;93.444;-36.1;4.967;5228.1;no
37;blue-collar;married;other;no;yes;no;telephone;1;999;0;unknown;1.4;93.918;-42.7;4.955;5228.1;no
29;technician;single;other;no;no;no;cellular;2;999;2;fail;-1.7;94.027;-38.3;0.898;4991.6;no
22;student;single;other;no;yes;yes;cellular;4;4;4;success;-2.9;92.201;-31.4;0.849;5076.2;yes
44;technician;married;high.school;no;no;no;telephone;7;999;2;unknown;1.4;94.465;-41.8;4.959;5228.1;no
41;self-employed;married;other;no;yes;no;telephone;5;999;-1;unknown;1.4;94.465;-41.8;4.961;5228.1;no
58;blue-collar;married;basic;no;yes;no;cellular;4;999;0;unknown;1.4;93.444;-36.1;4.97;5228.1;yes
31;technician;married;professional.course;no;yes;no;telephone;4;999;0;unknown;1.1;93.994;-36.4;4.864;5191.0;no
44;admin.;single;university.degree;no;yes;no;cellular;4;999;2;unknown;1.4;93.444;-36.1;4.963;5228.1;no
32;services;single;high.school;no;no;yes;cellular;17;999;0;unknown;1.4;93.918;-42.7;4.968;5228.1;no
21;admin.;single;high.school;no;yes;no;cellular;4;999;1;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
48;technician;married;high.school;unknown;yes;no;cellular;8;999;-1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
41;admin.;married;university.degree;no;yes;no;telephone;7;999;1;unknown;-0.1;93.2;-42.0;4.076;5195.8;no
34;student;single;other;unknown;yes;no;cellular;4;999;0;unknown;-1.8;92.893;-46.2;1.244;5099.1;no
29;blue-collar;divorced;basic;unknown;yes;no;cellular;3;999;1;unknown;1.4;93.918;-42.7;4.961;5228.1;no
42;blue-collar;married;basic;unknown;yes;no;cellular;5;999;1;unknown;1.4;93.918;-42.7;4.96;5228.1;no
34;technician;married;professional.course;no;unknown;unknown;cellular;2;999;2;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
37;technician;married;high.school;no;no;no;cellular;4;999;1;unknown;1.4;93.444;-36.1;4.965;5228.1;no
33;services;single;high.school;no;yes;no;cellular;4;999;1;unknown;-1.8;92.893;-46.2;1.313;5099.1;no
43;admin.;married;university.degree;no;yes;no;cellular;12;999;1;unknown;1.4;93.444;-36.1;4.962;5228.1;no
52;technician;married;university.degree;no;no;no;cellular;1;999;-1;unknown;-0.1;93.2;-42.0;4.153;5195.8;no
41;blue-collar;married;basic;no;no;no;cellular;4;999;0;unknown;-1.8;92.893;-46.2;1.299;5099.1;no
34;services;married;high.school;no;no;no;cellular;10;999;-1;unknown;1.4;93.918;-42.7;4.957;5228.1;no
38;technician;divorced;professional.course;no;yes;no;cellular;3;999;-1;unknown;1.4;93.444;-36.1;4.963;5228.1;no
30;admin.;married;high.school;no;no;no;cellular;2;999;-1;unknown;-2.9;92.963;-40.8;1.26;5076.2;no
51;admin.;married;university.degree;unknown;no;no;cellular;6;999;1;fail;-1.8;92.893;-46.2;1.334;5099.1;no
45;entrepreneur;divorced;university.degree;no;unknown;unknown;cellular;2;999;1;unknown;-1.8;92.893;-46.2;1.25;5099.1;no
31;admin.;single;university.degree;no;yes;no;cellular;4;999;0;unknown;1.4;93.444;-36.1;4.963;5228.1;no
43;blue-collar;married;basic;unknown;no;yes;cellular;3;999;1;fail;-1.8;92.893;-46.2;1.327;5099.1;no
36;admin.;married;university.degree;no;yes;no;cellular;4;999;1;unknown;1.4;93.444;-36.1;4.968;5228.1;no
28;blue-collar;married;basic;unknown;yes;no;telephone;2;999;0;unknown;1.4;94.465;-41.8;4.961;5228.1;no
79;other;married;basic;no;yes;no;telephone;1;999;1;unknown;-3.4;92.431;-26.9;0.754;5017.5;no
49;technician;married;professional.course;unknown;no;no;cellular;6;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
54;blue-collar;married;basic;unknown;no;yes;telephone;3;999;-1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
28;technician;single;professional.course;no;yes;no;cellular;4;999;1;unknown;1.4;93.918;-42.7;4.962;5228.1;no
37;self-employed;married;university.degree;no;no;no;cellular;2;999;2;unknown;1.4;93.444;-36.1;4.966;5228.1;no
50;entrepreneur;married;university.degree;no;no;no;telephone;3;999;0;unknown;1.1;93.994;-36.4;4.857;5191.0;no
43;technician;divorced;university.degree;no;yes;no;cellular;3;999;-1;unknown;-0.1;93.2;-42.0;4.12;5195.8;no
51;entrepreneur;married;basic;no;no;no;cellular;2;999;2;unknown;1.4;93.444;-36.1;4.967;5228.1;no
44;blue-collar;married;basic;no;yes;no;telephone;3;999;2;unknown;1.4;94.465;-41.8;4.864;5228.1;no
59;other;single;professional.course;no;yes;no;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
46;self-employed;married;basic;no;yes;no;cellular;5;999;3;fail;-0.1;93.2;-42.0;4.076;5195.8;no
36;admin.;married;high.school;no;no;no;cellular;2;999;-1;unknown;-0.1;93.2;-42.0;4.191;5195.8;no
33;services;single;high.school;no;no;no;telephone;5;999;0;unknown;1.4;94.465;-41.8;4.864;5228.1;no
48;admin.;divorced;basic;no;no;no;cellular;4;999;-1;unknown;1.4;93.918;-42.7;4.961;5228.1;yes
32;entrepreneur;divorced;basic;no;no;no;cellular;6;999;0;unknown;-1.8;92.893;-46.2;1.327;5099.1;no
28;services;single;high.school;no;yes;no;telephone;5;999;2;unknown;1.4;93.918;-42.7;4.957;5228.1;no
33;unknown;married;high.school;no;yes;yes;cellular;1;999;3;fail;-1.8;92.893;-46.2;1.344;5099.1;no
55;other;married;professional.course;no;no;yes;cellular;3;999;0;unknown;1.4;93.444;-36.1;4.965;5228.1;no
43;self-employed;married;university.degree;unknown;no;no;telephone;4;999;1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
22;services;married;high.school;no;no;no;cellular;3;999;1;unknown;-1.8;92.893;-46.2;1.266;5099.1;no
35;technician;divorced;professional.course;no;yes;no;cellular;1;999;1;unknown;1.4;93.444;-36.1;4.97;5228.1;no
21;blue-collar;single;basic;no;yes;no;cellular;3;999;0;unknown;1.4;93.918;-42.7;4.962;5228.1;no
29;blue-collar;single;basic;no;no;no;telephone;5;999;1;unknown;1.4;94.465;-41.8;4.866;5228.1;yes
51;services;married;professional.course;unknown;no;no;telephone;8;999;2;unknown;1.1;93.994;-36.4;4.855;5191.0;no
57;other;divorced;basic;no;yes;no;cellular;5;999;0;unknown;-1.8;92.893;-46.2;1.25;5099.1;no
27;admin.;married;university.degree;no;no;no;cellular;4;999;0;unknown;1.4;93.444;-36.1;4.964;5228.1;no
41;admin.;divorced;professional.course;no;no;no;cellular;7;999;0;fail;-1.8;93.369;-34.8;0.643;5008.7;yes
38;technician;married;university.degree;no;no;no;cellular;4;999;-1;unknown;-0.1;93.2;-42.0;4.191;5195.8;no
49;blue-collar;married;basic;unknown;no;yes;cellular;1;999;2;unknown;1.4;93.918;-42.7;4.96;5228.1;no
43;technician;single;other;no;no;no;telephone;5;999;1;unknown;1.1;93.994;-36.4;4.857;5191.0;no
26;technician;single;professional.course;no;yes;no;telephone;3;999;1;unknown;1.1;93.994;-36.4;4.856;5191.0;no
28;technician;single;university.degree;no;yes;no;cellular;4;999;3;fail;-2.9;92.201;-31.4;0.884;5076.2;no
31;technician;married;university.degree;unknown;no;no;telephone;4;999;2;unknown;1.1;93.994;-36.4;4.857;5191.0;no
39;technician;married;professional.course;no;yes;yes;telephone;5;999;0;unknown;1.1;93.994;-36.4;4.856;5191.0;no
58;blue-collar;married;basic;no;yes;no;cellular;3;999;0;unknown;-1.7;94.027;-38.3;0.899;4991.6;no
54;blue-collar;married;professional.course;no;no;yes;cellular;5;999;-1;unknown;-1.8;92.893;-46.2;1.244;5099.1;no
57;blue-collar;single;basic;unknown;no;yes;cellular;5;999;1;unknown;1.4;93.918;-42.7;4.961;5228.1;no
48;admin.;divorced;university.degree;no;no;no;telephone;7;999;0;unknown;1.4;94.465;-41.8;4.864;5228.1;no
42;blue-collar;divorced;basic;no;no;no;telephone;3;999;-1;unknown;-1.7;94.215;-40.3;0.84;4991.6;no
58;services;married;high.school;no;no;no;telephone;4;999;1;unknown;-0.1;93.2;-42.0;4.076;5195.8;yes
